url,collectedAt,content.headline,content.source,content.published_date
"https://www.youtube.com/watch?v=ul5hC3PY1Yg","2026-06-24T05:17:05.354Z","Five monitors on a Commodore 128 [video]","www.youtube.com","2026-06-22T18:39:22.000Z"
"https://semiconductor.samsung.com/news-events/tech-blog/from-gaa-to-3d-stacked-fet-expanding-the-transistor-into-the-third-dimension/","2026-06-24T05:17:05.664Z","Samsung demonstrates 3D stacked FETs with triple nanosheet channels at 42nm","semiconductor.samsung.com","2026-06-19T11:03:52.000Z"
"https://fastubu.com/","2026-06-24T05:17:05.973Z","Show HN: FastUbu – An Ultrafast Video Archive","fastubu.com","2026-06-22T15:34:34.000Z"
"https://www.theguardian.com/business/2026/jun/23/ai-stocks-sell-off-us-markets","2026-06-24T05:17:06.284Z","US AI stock sell-off shakes markets from Wall Street to Asia","www.theguardian.com","2026-06-24T03:36:50.000Z"
"https://natkr.com/2026-06-19-nixos-but-smol/","2026-06-24T05:17:06.595Z","I can haz smoller NixOS ISOs?","natkr.com","2026-06-19T21:55:24.000Z"
"https://www.cbc.ca/news/canada/hamilton/moving-marineland-beluga-whales-9.7233160","2026-06-24T05:17:06.908Z","How to move a beluga across the world","www.cbc.ca","2026-06-20T14:33:17.000Z"
"https://www.nytimes.com/interactive/2026/06/21/us/trucks-suv-pedestrian-crashes.html","2026-06-24T05:17:07.218Z","The deadly rise of giant trucks and SUVs","www.nytimes.com","2026-06-21T22:42:32.000Z"
"https://milek7.pl/mailverifyspam/","2026-06-24T05:17:07.528Z","Don't verify email addresses by sending spam to them","milek7.pl","2026-06-23T20:23:49.000Z"
"https://github.com/bluesky-social/proposals/pull/94","2026-06-24T05:17:07.839Z","ATProto Permissioned Data Proposal Draft","github.com","2026-06-23T21:29:20.000Z"
"https://lift4d.github.io/","2026-06-24T05:17:08.151Z","Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild","lift4d.github.io","2026-06-23T14:40:17.000Z"
"https://gist.github.com/retroplasma/ec21767d0a8380c7ea9c2fbee1c7d6bf","2026-06-24T05:17:08.464Z","""Fix"" MacBook Neo Cursor Lag: Record 1 Pixel of the Screen Every 10 Seconds","gist.github.com","2026-06-24T02:38:47.000Z"
"https://github.com/y-times-y/y","2026-06-24T05:17:08.799Z","Show HN: Y – A malleable coding-agent desktop app built with Electron","github.com","2026-06-24T00:15:31.000Z"
"https://blog.dshr.org/2026/06/ais-affordability-crisis.html","2026-06-24T05:17:09.110Z","AI's Affordability Crisis","blog.dshr.org","2026-06-23T15:11:17.000Z"
"https://apnews.com/article/germany-trains-halted-communications-radio-problem-deutsche-bahn-e8fd970b2d889f3ae7ce03322d5c726b","2026-06-24T05:17:09.419Z","Trains halted across Germany because of communication system problem","apnews.com","2026-06-23T21:19:44.000Z"
"https://store.steampowered.com/news/group/45479024/view/685257114654870245","2026-06-24T05:17:09.739Z","Steam Machine launches today","store.steampowered.com","2026-06-22T17:09:51.000Z"
"https://www.wespiser.com/posts/2026-06-19-best-dog-treat.html","2026-06-24T05:17:10.156Z","Finding the best dog treat with statistics","www.wespiser.com","2026-06-22T17:46:48.000Z"
"https://www.beautifulpublicdata.com/san-diego-photologs-from-the-1970s/","2026-06-24T05:17:10.468Z","San Diego photologs from the 1970s","www.beautifulpublicdata.com","2026-06-23T16:55:26.000Z"
"https://daringfireball.net/linked/2026/06/22/apple-device-prices-when","2026-06-24T05:17:10.780Z","Apple is going to raise device prices, but when?","daringfireball.net","2026-06-23T10:54:56.000Z"
"https://www.monolisa.dev/","2026-06-24T05:17:11.090Z","Show HN: Monolisa v3 – a typeface for developers and creatives","www.monolisa.dev","2026-06-22T14:05:23.000Z"
"https://hai.stanford.edu/news/ai-hiring-tools-can-yield-racial-bias-and-systemic-rejection","2026-06-24T05:17:11.411Z","Algorithmic Monocultures in Hiring","hai.stanford.edu","2026-06-23T18:56:19.000Z"
"https://werd.io/signs-youre-a-dangerous-terrorist-using-signal-moving-zines/","2026-06-24T05:17:11.720Z","Signs you're a dangerous terrorist: using Signal, moving zines","werd.io","2026-06-23T19:13:10.000Z"
"https://www.nytimes.com/2026/06/23/us/politics/congress-housing-bill.html","2026-06-24T05:17:12.029Z","Congress Clears Housing Bill, Cementing a Rare Bipartisan Feat","www.nytimes.com","2026-06-24T02:39:15.000Z"
"https://mistral.ai/news/ocr-4/","2026-06-24T05:17:12.340Z","Mistral OCR 4","mistral.ai","2026-06-23T14:03:19.000Z"
"https://github.com/baidu/Unlimited-OCR","2026-06-24T05:17:12.651Z","Unlimited OCR: One-shot long-horizon parsing","github.com","2026-06-23T11:35:05.000Z"
"https://finance.yahoo.com/markets/currencies/articles/ecb-secures-key-parliamentary-backing-102718449.html","2026-06-24T05:17:12.961Z","Digital euro clears key hurdle as EU seeks to break free from U.S. credit cards","finance.yahoo.com","2026-06-23T16:27:49.000Z"
"https://www.404media.co/madison-square-garden-made-dossier-on-activists-who-opposed-facial-recognition/","2026-06-24T05:17:13.272Z","Madison Square Garden compiled a list of activists against facial recognition","www.404media.co","2026-06-23T13:36:10.000Z"
"https://github.com/future-file-format/f3","2026-06-24T05:17:13.584Z","F3","github.com","2026-06-23T16:53:32.000Z"
"https://www.anthropic.com/news/introducing-claude-tag","2026-06-24T05:17:14.049Z","Claude Tag","www.anthropic.com","2026-06-23T17:09:18.000Z"
"https://atgreen.github.io/repl-yell/posts/libffi-plan-cache/","2026-06-24T05:17:14.358Z","Performance improvements in libffi","atgreen.github.io","2026-06-21T14:18:10.000Z"
"https://github.com/decrazyo/anes","2026-06-24T05:17:14.666Z","Advanced Nintendo Entertainment System (ANES) – NES Modded to Use 2 PPUs","github.com","2026-06-23T23:21:35.000Z"
"https://cowboystatedaily.com/2026/06/18/giant-banana-pulled-over-in-montana-driver-says-cops-have-stopped-him-100s-of-times/","2026-06-24T05:17:14.974Z","Giant Banana Pulled Over: Driver Says Cops Have Stopped Him 100s of Times","cowboystatedaily.com","2026-06-20T23:33:19.000Z"
"https://orionbrowser.com/updates/versions/1.1","2026-06-24T05:17:15.282Z","Orion 1.1 for macOS is out, with containers","orionbrowser.com","2026-06-23T20:22:41.000Z"
"https://www.inc.com/jessica-stillman/the-worst-its-ever-been-why-metas-massive-ai-reorg-backfired-spectacularly/91363370","2026-06-24T05:17:15.591Z","'The Worst It's Ever Been': Why Meta's AI Reorg Backfired Spectacularly","www.inc.com","2026-06-24T00:20:51.000Z"
"https://atomprophet.io/tools/cascade/","2026-06-24T05:17:15.902Z","Show HN: The Cascade Graph – An interactive map of AI and energy constraints","atomprophet.io","2026-06-23T15:22:41.000Z"
"https://www.ycombinator.com/companies/kyber/jobs/FGmI8mx-head-of-engineering","2026-06-24T05:17:16.214Z","Kyber (YC W23) Is Hiring a Head of Engineering","www.ycombinator.com","2026-06-22T21:00:51.000Z"
"https://spacedaily.com/t-no-spacecraft-has-ever-landed-in-the-outer-solar-system-except-one-the-huygens-probe-which-parachuted-through-titans-orange-haze-in-2005-and-touched-down-more-than-a-billion-kilometres-fr/","2026-06-24T05:17:16.526Z","2004 Huygens probe to Saturn's Titan: Still our only outer solar system lander","spacedaily.com","2026-06-22T05:31:22.000Z"
"https://www.newscientist.com/article/2531319-woman-with-alzheimers-starts-conversing-again-after-taking-psilocybin/","2026-06-24T05:17:16.835Z","Woman with Alzheimer's starts conversing again after taking psilocybin","www.newscientist.com","2026-06-24T02:05:21.000Z"
"https://github.com/ilbertt/bun-sqlgen","2026-06-24T05:17:17.142Z","Show HN: Bun-sqlgen – Type-safe raw SQL for Bun, no ORM","github.com","2026-06-23T14:20:24.000Z"
"https://worksinprogress.co/issue/the-wonder-of-epidurals/","2026-06-24T05:17:17.452Z","Epidurals are a miracle technology","worksinprogress.co","2026-06-20T16:24:44.000Z"
"https://www.thedrive.com/news/this-man-was-gifted-his-dream-car-by-the-notorious-hacker-he-put-in-prison","2026-06-24T05:17:17.763Z","A Man Was Gifted His Dream Car by the Notorious Hacker He Put in Prison","www.thedrive.com","2026-06-23T16:18:26.000Z"
"https://www.the3dprintingnerd.com/ab2047","2026-06-24T05:17:18.073Z","California AB 2047 makes 3D printers off-limits to students, educators, business","www.the3dprintingnerd.com","2026-06-23T22:12:18.000Z"
"https://status.claude.com/incidents/jbhf20wjmzrf","2026-06-24T05:17:18.382Z","Elevated error rate across multiple models","status.claude.com","2026-06-23T14:19:47.000Z"
"https://www.swiftlatex.com/","2026-06-24T05:17:18.691Z","LaTeX.wasm: LaTeX Engines in Browsers","www.swiftlatex.com","2026-06-23T20:04:33.000Z"
"https://blog.zarfhome.com/2026/06/steam-machine-oh-no","2026-06-24T05:17:19.002Z","I am a person who will look at the Steam Machine and cry","blog.zarfhome.com","2026-06-23T18:07:48.000Z"
"https://galton.org/fingerprints/faulds-1880-nature-furrows.pdf","2026-06-24T05:17:19.313Z","On the Skin-Furrows of the Hand (1880) [pdf]","galton.org","2026-06-22T07:14:08.000Z"
"https://www.axios.com/2026/06/23/tech-stocks-ai-bubble","2026-06-24T05:17:19.629Z","Tech stocks slump as AI bubble fears loom","www.axios.com","2026-06-24T01:30:04.000Z"
"https://www.binghamton.edu/news/story/6327/s-m-a-r-t-these-researchers-used-math-to-crack-wordle","2026-06-24T05:17:19.953Z","Solving Wordle using information theory","www.binghamton.edu","2026-06-20T22:38:46.000Z"
"https://nand2mario.github.io/posts/2026/80386_early_start/","2026-06-24T05:17:20.264Z","80386 Early Start Memory Access","nand2mario.github.io","2026-06-23T12:37:04.000Z"
"https://pluralistic.net/2026/06/23/destroy-the-village/","2026-06-24T05:17:20.575Z","What we call ""age verification"" is actually mass surveillance","pluralistic.net","2026-06-23T14:04:43.000Z"
"https://www.yochai.wiki/chat","2026-06-24T05:17:20.885Z","Show HN: AI Torah Chervuta","www.yochai.wiki","2026-06-23T20:53:15.000Z"
"https://www.stephendiehl.com/posts/bad_place_2026/","2026-06-24T05:17:21.195Z","Crypto in 2026: Oh, This Is the Bad Place","www.stephendiehl.com","2026-06-23T10:04:04.000Z"
"https://openai.com/index/daybreak-securing-the-world/","2026-06-24T05:17:21.505Z","OpenAI DayBreak – GPT-5.5-Cyber","openai.com","2026-06-23T01:36:08.000Z"
"https://plotnine.org/","2026-06-24T05:17:21.815Z","Plotnine","plotnine.org","2026-06-19T09:08:00.000Z"
"https://dandylyons.github.io/treedocs/","2026-06-24T05:17:22.226Z","Show HN: Treedocs: Documentation that automatically checks for staleness","dandylyons.github.io","2026-06-23T15:07:30.000Z"
"https://selforg-npa.github.io/","2026-06-24T05:17:22.687Z","Show HN: Neural Particle Automata","selforg-npa.github.io","2026-06-23T08:31:48.000Z"
"https://unsloth.ai/docs/models/glm-5.2","2026-06-24T05:17:23.060Z","GLM-5.2 – How to Run Locally","unsloth.ai","2026-06-22T21:21:01.000Z"
"https://publicdomainreview.org/collection/art-of-kite-flying/","2026-06-24T05:17:23.369Z","The Art of Kite Flying (1430–1929)","publicdomainreview.org","2026-06-22T01:39:57.000Z"
"https://lmao.center/blog/wiggle-accidents/","2026-06-24T05:17:23.789Z","Help I accidentally a wigglegram","lmao.center","2026-06-20T01:55:16.000Z"
"https://corbettreport.com/i-read-the-palantir-manifesto/","2026-06-24T05:17:24.109Z","I Read the Palantir Manifesto","corbettreport.com","2026-06-24T02:04:55.000Z"
"https://www.bbc.com/news/articles/c4gyk756mzlo","2026-06-24T05:17:24.419Z","Hospitals switched to pen and paper to defeat a national cyber-attack","www.bbc.com","2026-06-24T00:30:31.000Z"
"https://community.ibm.com/community/user/blogs/elizabeth-k-joseph1/2026/06/18/linuxone-open-source-report-may-2026","2026-06-24T05:17:24.727Z","Open Source for IBM Z and LinuxONE","community.ibm.com","2026-06-20T10:32:35.000Z"
"https://twitter.com/SandyofCthulhu/status/2069592209645785294","2026-06-24T05:17:25.034Z","How Quake Ruined Id Software","twitter.com","2026-06-24T02:30:09.000Z"
"https://truths-and-loves.ghost.io/ai-has-already-killed-academia-as-we-know-it/","2026-06-24T05:17:25.341Z","AI has already killed academia as we know it?","truths-and-loves.ghost.io","2026-06-22T19:36:58.000Z"
"https://blog.arusekk.pl/posts/lossless-gif-recompression/","2026-06-24T05:17:25.651Z","Lossless GIF recompression via exhaustive search","blog.arusekk.pl","2026-06-23T12:56:16.000Z"
"https://unitedwizardsofthecoast.com/news/2026-06-23-we-have-a-union","2026-06-24T05:17:25.974Z","United Wizards of the Coast recognized by NLRB","unitedwizardsofthecoast.com","2026-06-23T21:57:32.000Z"
"https://kevquirk.com/no-i-dont-want-you-to-summarise-the-page","2026-06-24T05:17:26.283Z","I don't want you to summarise the page","kevquirk.com","2026-06-23T16:02:12.000Z"
"https://www.science.org/content/article/wolves-are-reconquering-europe-can-people-learn-live-them","2026-06-24T05:17:26.592Z","Wolves are reconquering Europe. Can people learn to live with them?","www.science.org","2026-06-22T18:38:13.000Z"
"https://www.reuters.com/world/middle-east/israel-targeted-gaza-children-resulting-genocide-un-inquiry-says-2026-06-23/","2026-06-24T05:17:26.992Z","Israel targeted Gaza children resulting in genocide, UN inquiry says","www.reuters.com","2026-06-23T10:16:48.000Z"
"https://github.com/shumaiOne/shumai","2026-06-24T05:17:27.303Z","Show HN: Shumai – open-source Frame.io alternative for creative work","github.com","2026-06-23T10:02:54.000Z"
"https://docs.deno.com/runtime/desktop/","2026-06-24T05:17:27.614Z","Deno Desktop","docs.deno.com","2026-06-22T05:38:40.000Z"
"https://ex-vi.sourceforge.net/","2026-06-24T05:17:27.925Z","The Traditional Vi (2007)","ex-vi.sourceforge.net","2026-06-23T09:00:48.000Z"
